CID;LAC;BCH;Localization;GPS
10528;8040;793;Brno - idenice, Karáskovo nám. 2791/19, ex 1217x (+GSM);49°11'51.87"N,16°38'26.16"E
10529;8040;813;Brno - idenice, Karáskovo nám. 2791/19, ex 1217x (+GSM);49°11'51.87"N,16°38'26.16"E
10534;8040;14;Brno - idenice, Karáskovo nám. 2791/19, ex 1217x (+DCS);49°11'51.87"N,16°38'26.16"E
10535;8040;12;Brno - idenice, Karáskovo nám. 2791/19, ex 1217x (+DCS);49°11'51.87"N,16°38'26.16"E
10536;8040;16;Brno - idenice, Karáskovo nám. 2791/19, ex 1217x (+DCS);49°11'51.87"N,16°38'26.16"E
10537;8050;796;Brno - Øeèkovice, Karásek 1767/1, nejsev. budova v ar. fy PLIVA-LACHEMA, ex 1251x;49°15'12.01"N,16°35'30.85"E
10538;8050;812;Brno - Øeèkovice, Karásek 1767/1, nejsev. budova v ar. fy PLIVA-LACHEMA, ex 1251x;49°15'12.01"N,16°35'30.85"E
10539;8050;824;Brno - Øeèkovice, Karásek 1767/1, nejsev. budova v ar. fy PLIVA-LACHEMA, ex 1251x;49°15'12.01"N,16°35'30.85"E
10544;8050;796;Brno - Bystrc, Kubíèkova 868/1, panelák, ex 1381x;49°13'07.98"N,16°31'07.14"E
10545;8050;814;Brno - Bystrc, Kubíèkova 868/1, panelák, ex 1381x;49°13'07.98"N,16°31'07.14"E
10546;8050;781;Brno - Bystrc, Kubíèkova 868/1, panelák, ex 1381x;49°13'07.98"N,16°31'07.14"E
10547;8050;10;Brno - Bystrc, Kubíèkova 868/1, panelák, ex 1381x;49°13'07.98"N,16°31'07.14"E
10548;8050;17;Brno - Bystrc, Kubíèkova 868/1, panelák, ex 1381x;49°13'07.98"N,16°31'07.14"E
10549;8050;1;Brno - Bystrc, Kubíèkova 868/1, panelák, ex 1381x;49°13'07.98"N,16°31'07.14"E
10554;8040;784;Brno - Zábrdovice, Kornerova 221/1, bytovı dùm, ex 1195x;49°11'56.63"N,16°37'06.53"E
10555;8040;823;Brno - Zábrdovice, Kornerova 221/1, bytovı dùm, ex 1195x;49°11'56.63"N,16°37'06.53"E
10556;8040;792;Brno - Zábrdovice, Kornerova 221/1, bytovı dùm, ex 1195x;49°11'56.63"N,16°37'06.53"E
10557;8040;20;Brno - Zábrdovice, Kornerova 221/1, bytovı dùm, ex 1194x;49°11'56.63"N,16°37'06.53"E
10558;8040;5;Brno - Zábrdovice, Kornerova 221/1, bytovı dùm, ex 1194x;49°11'56.63"N,16°37'06.53"E
10559;8040;16;Brno - Zábrdovice, Kornerova 221/1, bytovı dùm, ex 1194x;49°11'56.63"N,16°37'06.53"E
10564;8050;818;Brno - Starı Lískovec, Kosmonautù 414/9, panelák, ex 1210x;49°09'57.32"N,16°33'57.99"E
10565;8050;826;Brno - Starı Lískovec, Kosmonautù 414/9, panelák, ex 1210x;49°09'57.32"N,16°33'57.99"E
10566;8050;814;Brno - Starı Lískovec, Kosmonautù 414/9, panelák, ex 1210x;49°09'57.32"N,16°33'57.99"E
10567;8040;818;Brno - Veveøí, Kotláøská 665/26, bytovı dùm, ex 1175x;49°12'24.67"N,16°36'05.42"E
10568;8040;790;Brno - Veveøí, Kotláøská 665/26, bytovı dùm, ex 1175x;49°12'24.67"N,16°36'05.42"E
10569;8040;785;Brno - Veveøí, Kotláøská 665/26, bytovı dùm, ex 1175x;49°12'24.67"N,16°36'05.42"E
10574;8040;777;Brno - Veveøí, Kounicova 290/51, bytovı dùm, ex 1259x;49°12'11.40"N,16°35'59.06"E
10575;8040;814;Brno - Veveøí, Kounicova 290/51, bytovı dùm, ex 1259x;49°12'11.40"N,16°35'59.06"E
10576;8040;783;Brno - Veveøí, Kounicova 290/51, bytovı dùm, ex 1259x;49°12'11.40"N,16°35'59.06"E
10577;8040;786;Brno - Komárov, Kováøská 206/16, ex 1153x (+GSM);49°11'03.06"N,16°37'16.29"E
10578;8040;795;Brno - Komárov, Kováøská 206/16, ex 1153x (+GSM);49°11'03.06"N,16°37'16.29"E
10579;8040;783;Brno - Komárov, Kováøská 206/16, ex 1153x (+GSM);49°11'03.06"N,16°37'16.29"E
10584;8040;1;Brno - Komárov, Kováøská 206/16, ex 1031x (+DCS);49°11'03.06"N,16°37'16.29"E
10585;8040;7;Brno - Komárov, Kováøská 206/16, ex 1031x (+DCS);49°11'03.06"N,16°37'16.29"E
10586;8040;18;Brno - Komárov, Kováøská 206/16, ex 1031x (+DCS);49°11'03.06"N,16°37'16.29"E
10587;8040;812;Brno, Kozí 27/2, ex 1000x (+GSM);49°11'43.30"N,16°36'36.00"E
10588;8040;822;Brno, Kozí 27/2, ex 1000x (+GSM);49°11'43.30"N,16°36'36.00"E
10589;8040;820;Brno, Kozí 27/2, ex 1000x (+GSM);49°11'43.30"N,16°36'36.00"E
10594;8040;2;Brno, Kozí 27/2, ex 1000x (+DCS);49°11'43.30"N,16°36'36.00"E
10595;8040;6;Brno, Kozí 27/2, ex 1000x (+DCS);49°11'43.30"N,16°36'36.00"E
10596;8040;11;Brno, Kozí 27/2, ex 1000x (+DCS);49°11'43.30"N,16°36'36.00"E
10597;8040;813;Brno - Èerná Pole, tø. kpt. Jaroše 1934/17, ubytovna PÈR, ex 1239x (+GSM)(+O2);49°12'08.06"N,16°36'34.25"E
10598;8040;794;Brno - Èerná Pole, tø. kpt. Jaroše 1934/17, ubytovna PÈR, ex 1239x (+GSM)(+O2);49°12'08.06"N,16°36'34.25"E
10599;8040;788;Brno - Èerná Pole, tø. kpt. Jaroše 1934/17, ubytovna PÈR, ex 1239x (+GSM)(+O2);49°12'08.06"N,16°36'34.25"E
10604;8040;18;Brno - Èerná Pole, tø. kpt. Jaroše 1934/17, ubytovna PÈR, ex 1239x (+DCS)(+O2);49°12'08.06"N,16°36'34.25"E
10605;8040;6;Brno - Èerná Pole, tø. kpt. Jaroše 1934/17, ubytovna PÈR, ex 1239x (+DCS)(+O2);49°12'08.06"N,16°36'34.25"E
10606;8040;8;Brno - Èerná Pole, tø. kpt. Jaroše 1934/17, ubytovna PÈR, ex 1239x (+DCS)(+O2);49°12'08.06"N,16°36'34.25"E
10607;8040;780;Brno - Staré Brno, Køídlovická 697/12, bytovı dùm, ex 1379x;49°11'17.01"N,16°35'49.01"E
10608;8040;812;Brno - Staré Brno, Køídlovická 697/12, bytovı dùm, ex 1379x;49°11'17.01"N,16°35'49.01"E
10609;8040;817;Brno - Staré Brno, Køídlovická 697/12, bytovı dùm, ex 1379x;49°11'17.01"N,16°35'49.01"E
10614;8040;793;Brno - Trnitá, Køenová 181/55, ex 1003x;49°11'28.74"N,16°37'21.93"E
10615;8040;782;Brno - Trnitá, Køenová 181/55, ex 1003x;49°11'28.74"N,16°37'21.93"E
10616;8040;821;Brno - Trnitá, Køenová 181/55, ex 1003x;49°11'28.74"N,16°37'21.93"E
10617;8040;3;Brno - Trnitá, Køenová 181/55, ex 1003x;49°11'28.74"N,16°37'21.93"E
10618;8040;11;Brno - Trnitá, Køenová 181/55, ex 1003x;49°11'28.74"N,16°37'21.93"E
10619;8040;17;Brno - Trnitá, Køenová 181/55, ex 1003x;49°11'28.74"N,16°37'21.93"E
10624;8030;789;Brno - Královo Pole, Køiíkova 106/15, budova uèilištì, ex 1206x (+O2);49°13'28.63"N,16°36'38.04"E
10625;8030;783;Brno - Královo Pole, Køiíkova 106/15, budova uèilištì, ex 1206x (+O2);49°13'28.63"N,16°36'38.04"E
10626;8030;792;Brno - Královo Pole, Køiíkova 106/15, budova uèilištì, ex 1206x (+O2);49°13'28.63"N,16°36'38.04"E
10627;8030;788;Brno - abovøesky, Kubánská 2402/9, nízkı panelák, ex 1372x;49°12'46.19"N,16°34'51.20"E
10628;8030;792;Brno - abovøesky, Kubánská 2402/9, nízkı panelák, ex 1372x;49°12'46.19"N,16°34'51.20"E
10629;8030;786;Brno - abovøesky, Kubánská 2402/9, nízkı panelák, ex 1372x;49°12'46.19"N,16°34'51.20"E
10634;8050;825;Brno - Starı Lískovec, Labská 153/31, panelák, ex 1221x;49°10'14.05"N,16°33'28.73"E
10635;8050;816;Brno - Starı Lískovec, Labská 153/31, panelák, ex 1221x;49°10'14.05"N,16°33'28.73"E
10636;8050;786;Brno - Starı Lískovec, Labská 153/31, panelák, ex 1221x;49°10'14.05"N,16°33'28.73"E
10637;8040;797;Brno - Veveøí, Lidická 711/59, HVB Bank, ex 1364x;49°12'17.52"N,16°36'20.04"E
10638;8040;822;Brno - Veveøí, Lidická 711/59, HVB Bank, ex 1364x;49°12'17.52"N,16°36'20.04"E
10639;8040;782;Brno - Veveøí, Lidická 711/59, HVB Bank, ex 1364x;49°12'17.52"N,16°36'20.04"E
